ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID
TPCN01919,Triptersinine V,'2222108-38-3',CC(=O)OCC12C(OC(=O)C=Cc3ccccc3)CCC(C)(O)C13OC(C)(C)C(C(O)C2OC(=O)c1ccco1)C3OC(C)=O,Sesquiterpenoids,50.0,25.4,5.1e-05,Leaves,Celastraceae,Tripterygium wilfordii,J Nat Prod 81(2): 270-278.（2018）,10.1021/acs.jnatprod.7b00615,SP01237
TPCN01920,"6α-acetoxy-1β,8bdibenzoyloxy-9β-hydroxy-β-dihydroagarofuran",'813434-25-2',CC(=O)OC1C2C(OC(=O)c3ccccc3)C(O)C3(C)C(OC(=O)c4ccccc4)CCC(C)C13OC2(C)C,Sesquiterpenoids,10.0,5.0,5e-05,Fruits,Celastraceae,Celastrus orbiculatus,Chem Pharm Bull (Tokyo) 52(9): 1134-1136.(2004),10.1248/cpb.52.1134,SP01238
TPCN01921,"1β,6α,13-triacetoxy-9α-benzoyloxy-β-dihydroagarofuran",'149340-13-6',CC(=O)OC1CCC(C)C23OC(C)(C)C(CC(OC(=O)c4ccccc4)C12C)C3OC(C)=O,Sesquiterpenoids,10.0,5.0,5e-05,Fruits,Celastraceae,Celastrus orbiculatus,J Asian Nat Prod Res 8(8): 739-742.(2006),10.1080/10286020412331286498,SP01239
TPCN01922,6α-acetoxy-9β-benzoyloxy-1β-cinnamoyloxy-8β-(2-methylbutanoyloxy)-β-dihydroagarofuran,'813460-02-5',CCC(C)C(=O)OC1C2C(OC(C)=O)C3(OC2(C)C)C(C)CCC(OC(=O)C=Cc2ccccc2)C3(C)C1OC(=O)c1ccccc1,Sesquiterpenoids,10.0,5.0,5e-05,Fruits,Celastraceae,Celastrus orbiculatus,Chem Pharm Bull (Tokyo) 52(9): 1134-1136.(2004),10.1248/cpb.52.1134,SP01240
TPCN01923,Calamusin D,'1380313-22-3',CC1CC(=O)C(O)(C(C)C)C12CCC(C)(O)C(=O)C2,Sesquiterpenoids,10.0,5.0,5e-05,Subterraneous stems,Celastraceae,Acorus calamus,Molecules 22(4).(2017),10.3390/molecules22040529,SP01241
TPCN01924,Racemosalactones D,'1425376-82-4',C=C1CC(O)CC2(C)CC3OC(=O)C(C)(O)C3CC12,Sesquiterpenoids,10.0,5.0,5e-05,Roots,Celastraceae,Inula racemosa,J Nat Prod 76(4): 564-570.(2013),10.1021/np300742d,SP01242
TPCN01925,"(5R,7R)-14-Hydroxy-3,4-dehydrohinesolone-11-O-β-D-glucopyranoside",'1932660-09-7',CC1=CC(=O)C=C(CO)C12CCC(C(C)(C)OC1OC(CO)C(O)C(O)C1O)C2,Sesquiterpenoids,100.0,50.0,5e-05,Subterraneous stems,Celastraceae,Atractylodes lancea,J Nat Prod 79(6): 1567-1575.(2016),10.1021/acs.jnatprod.6b00066,SP01243
TPCN01926,"3-Oxo-6α-hydroxy-eudesma-4(5),11(13)-dien-12,8β-olide",'1417896-49-1',C=C1C(=O)OC2CC3(C)CCC(=O)C(C)=C3C(O)C12,Sesquiterpenoids,25.0,12.2,4.9e-05,Aerial parts,Asteraceae,Inula hupehensis,Planta Med 78(10): 1002-1009.(2012),10.1055/s-0031-1298621,SP01244
TPCN01927,New 3a,'2365059-11-4',CC(C)=C1C(=O)CC2(C)C3CCC(C)C(O)(O3)C12,Sesquiterpenoids,19.0,9.1,4.8e-05,Roots,Asteraceae,Curcuma kwangsiensis,Chem Biodivers 16(5): e1900123.(2019),10.1002/cbdv.201900123,SP01245
TPCN01928,Chloramultiols D,'1221236-53-8',CC=C(C)C(=O)OCC1(O)C2CC2C2(C)C3CC4(O)C5=C(C6=C(C)C(=O)OC6(O)C(=O)C5(C)C5CC54)C34OC(=O)C(CO)=C4CC12,Sesquiterpenoids,23.0,11.0,4.8e-05,Whole plants,Chloranthaceae,Chloranthus multistachys,J Nat Prod 73(5): 972-975.(2010),10.1021/np900764n,SP01246
TPCN01929,Davidianones B,'181301-43-9',COC(=O)c1ccc2c3c1C(=O)C(=O)C(C)=C3OC=C2C,Sesquiterpenoids,4.0,1.9,4.8e-05,Barks,Chloranthaceae,Ulmus davidiana,Phytochemistry 43(2): 425-430.(1996),10.1016/0031-9422(96)00279-8,SP01247
TPCN01930,Rhaponticol,'190073-32-6',C=C1CCCC2(C)CC(O)C(O)(C(=C)CO)CC12,Sesquiterpenoids,10.0,4.7,4.7e-05,Roots,Chloranthaceae,Echinops grijsii,J Org Chem 84(17): 10757-10763.(2019),10.1021/acs.joc.9b01212,SP01248
TPCN01931,Phyllaemblic acid,'270902-82-4',CC1COC2(CC1OC(=O)c1ccccc1)OC1CC(C(=O)O)CC(O)C1(O)C2=O,Sesquiterpenoids,109.0,51.0,4.7e-05,Roots,Chloranthaceae,Phyllanthus emblica,Org Biomol Chem 12(43): 8764-8774.(2014),10.1039/c4ob01196a,SP01249
TPCN01932,Pumilasides A,'152340-04-0',CC(C)C1CCC2(C)C(O)CCC(C)(O)C2C1OC1OC(CO)C(O)C(O)C1O,Sesquiterpenoids,28.0,13.0,4.6e-05,Fruits,Chloranthaceae,Ficus pumila,Chem Pharm Bull (Tokyo) 48(1): 77-80.(2000),10.1248/cpb.48.77,SP01251
TPCN01933,Microjaponin,'1630939-09-1',CC(=O)OCC12C(OC(=O)c3ccccc3)CC3C(OC(=O)c4ccccc4)C1(OC3(C)C)C(C)CC(OC(C)=O)C2O,Sesquiterpenoids,50.0,23.2,4.6e-05,Stems,Celastraceae,Microtropis japonica,Chem Biodivers 11(8): 1241-1246.(2014),10.1002/cbdv.201400066,SP01252
TPCN01934,Cnicothamnol,'70855-58-2',C=C(CO)C1CCC2(C)C(O)CC=C(C)C2C1,Sesquiterpenoids,5.0,2.3,4.6e-05,Roots,Asteraceae,Saussurea lappa,Planta Med 84(5): 329-335.(2018),10.1055/s-0043-120115,SP01253
TPCN01935,"Epi-antheindurolide A-5,6-oxide",'1072083-43-2',C=C1C(=O)OCC1CC1OC1(C)CC1CC(C)C(=O)O1,Sesquiterpenoids,1.65,0.75,4.5e-05,Flowers,Asteraceae,Anthemis auriculata,Nat Prod Res 22(10): 907-914.(2008),10.1080/14786410701642730,SP01254
TPCN01936,"10,12-peroxycalamenene",'168207-85-0',Cc1ccc2c(c1)C1CCC2(C)OOC1(C)C,Sesquiterpenoids,10.0,4.5,4.5e-05,Subterraneous stems,Cyperaceae,Cyperus rotundus,Phytochemistry 40(1): 125-128.(1995),10.1016/0031-9422(95)00260-e,SP01255
TPCN01937,Fukanedone D,'846546-80-3',CC(C)=CC(=O)C=C(C)CCCC1(C)OC(=O)C(C(=O)c2ccc(O)cc2O)C1C,Sesquiterpenoids,5.9,2.6,4.4e-05,Roots,Cyperaceae,Ferula fukanensis,J Nat Prod 68(3): 365-368.(2005),10.1021/np040215c,SP01256
TPCN01938,Japonicones I,'1228171-29-6',C=C1C(=O)OC2CC(C)C34CC5(C(=O)OC6CC(C)(O)C(C(C)CCCO)=CC65)C(C(C)=C3CC12)C4OC(C)=O,Sesquiterpenoids,20.0,8.8,4.4e-05,Aerial parts,Asteraceae,Inula japonica,Planta Med 76(3): 278-283.(2010),10.1055/s-0029-1186065,SP01257
TPCN01939,Linderoline,'1346220-69-6',CC1=CC23OC(=O)C(C)=C2C2OC(=O)C4(CCC1O3)OC24,Sesquiterpenoids,5.0,2.2,4.4e-05,Roots,Lauraceae,Lindera strychnifolia,Phytochemistry 72(17): 2165-2171.(2011),10.1016/j.phytochem.2011.08.004,SP01258
TPCN01940,"4α,6α-Dihydroxy-5 αH-eudesma-2(3),11(13)-dien-12,8β-olide",'1417896-48-0',C=C1C(=O)OC2CC3(C)CC=CC(C)(O)C3C(O)C12,Sesquiterpenoids,25.0,11.0,4.4e-05,Aerial parts,Asteraceae,Inula hupehensis,Planta Med 78(10): 1002-1009.(2012),10.1055/s-0031-1298621,SP01259
TPCN01941,Triptersinine z5,'2222108-46-3',CC(=O)OCC12C(OC(C)=O)CCC(C)C13OC(C)(C)C(C(OC(C)=O)C2OC(=O)c1cccnc1)C3OC(=O)c1ccco1,Sesquiterpenoids,50.0,21.9,4.4e-05,Leaves,Celastraceae,Tripterygium wilfordii,J Nat Prod 81(2): 270-278.（2018）,10.1021/acs.jnatprod.7b00615,SP01260
TPCN01942,Aggreganoids E,'2369659-44-7',C=CC1(C)Cc2oc(Cc3oc4c(c3C)C(O)C3C(=C)C5CC5C3(C)C4)c(C)c2C2OC(=O)C(=C)C21,Sesquiterpenoids,7.0,3.0,4.3e-05,Roots,Celastraceae,Lindera aggregata,Org Lett 21(14): 5753-5756.(2019),10.1021/acs.orglett.9b02166,SP01261
TPCN01943,Crepidiaside A,'101921-36-2',C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(COC3OC(CO)C(O)C(O)C3O)C12,Sesquiterpenoids,7.0,3.0,4.3e-05,Whole plants,Asteraceae,Achillea collina,Magn Reson Chem 45(3): 275-278.(2007),10.1002/mrc.1953,SP01262
TPCN01944,Glochicoccinosides B,'1026775-77-8',CC1COC2(CC1OC(=O)c1ccc(O)cc1)OC1CC(C(=O)OC3C(O)C(O)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)CC(O)C1(O)C2=O,Sesquiterpenoids,12.0,5.0,4.2e-05,Subterraneous stems,Asteraceae,Glochidion coccineum,J Asian Nat Prod Res 10(1-2): 1-5.(2008),10.1080/10286020701189393,SP01263
TPCN01945,Shizukanolide F,'120061-96-3',CC12C=C3OC(=O)C(CO)=C3CC1C(CO)C1CC12,Sesquiterpenoids,5.0,2.0,4e-05,Whole plants,Asteraceae,Sarcandra glabra,Nat Prod Res 27(13): 1197-1201.（2013）,10.1080/14786419.2012.722084,SP01264
TPCN01946,Spicatocadinanolide A,'923270-12-6',COCC1=C2C(OC(C)=O)CC(C)(OC(C)=O)C3(O)CCC(C)(O)C(O)C23OC1=O,Sesquiterpenoids,10.0,4.0,4e-05,Aerial parts,Asteraceae,Pseudoelephantopus spicatus,Chem Pharm Bull (Tokyo) 54(11): 1599-1601.(2006),10.1248/cpb.54.1599,SP01265
TPCN01947,"1β,6α-diacetoxy-8β,9β-dibenzoyloxy-β-dihydroagarofuran",'135214-63-0',CC(=O)OC1CCC(C)C23OC(C)(C)C(C(OC(=O)c4ccccc4)C(OC(=O)c4ccccc4)C12C)C3OC(C)=O,Sesquiterpenoids,10.0,4.0,4e-05,Fruits,Celastraceae,Celastrus orbiculatus,Chem Pharm Bull (Tokyo) 52(9): 1134-1136.(2004),10.1248/cpb.52.1134,SP01266
TPCN01948,"6α-acetoxy1β,8β,9β-tribenzoyloxy-β-dihydroagarofuran",'144761-29-5',CC(=O)OC1C2C(OC(=O)c3ccccc3)C(OC(=O)c3ccccc3)C3(C)C(OC(=O)c4ccccc4)CCC(C)C13OC2(C)C,Sesquiterpenoids,10.0,4.0,4e-05,Fruits,Celastraceae,Celastrus orbiculatus,Chem Pharm Bull (Tokyo) 52(9): 1134-1136.(2004),10.1248/cpb.52.1134,SP01267
TPCN01949,Helivypolides I,'887115-15-3',C=C1C(=O)OC2CC(CO)C3(OC)CC(O)C(C)(CC(OC(=O)C(C)=CC)C12)O3,Sesquiterpenoids,5.0,2.0,4e-05,Leaves,Asteraceae,Helianthus annuus,J Nat Prod 69(5): 795-800.(2006),10.1021/np060056s,SP01268
TPCN01950,"1β,2β-diacetoxy-6α-benzoyloxy-9α-cinnamoyloxy-β-dihydroagarofuran",'162972-66-9',CC(=O)OC1CC(C)C23OC(C)(C)C(CC(OC(=O)C=Cc4ccccc4)C2(C)C1OC(C)=O)C3OC(=O)c1ccccc1,Sesquiterpenoids,10.0,4.0,4e-05,Fruits,Celastraceae,Celastrus orbiculatus,Chem Pharm Bull (Tokyo) 52(9): 1134-1136.(2004),10.1248/cpb.52.1134,SP01269
TPCN01951,5,'442845-05-8',CC1=C2CC(C(O)(CO)CO)CCC2(C)CCC1=O,Sesquiterpenoids,10.0,4.0,4e-05,Aerial parts,Asteraceae,Pseudoelephantopus spicatus,Chem Pharm Bull (Tokyo) 54(11): 1599-1601.(2006),10.1248/cpb.54.1599,SP01270
TPCN01952,Drovomifoliol-Oβ-D-glucopyranoside,'723334-68-7',CC1=CC(=O)CC(C)(C)C1(O)C=CC(C)OC1OC(CO)C(O)C(O)C1O,Sesquiterpenoids,5.0,2.0,4e-05,Whole plants,Asteraceae,Sarcandra glabra,Nat Prod Res 27(13): 1197-1201.（2013）,10.1080/14786419.2012.722084,SP01271
TPCN01953,3-hydroxysolavetivone-beta-D-glucoside B,'62623-85-2',C=C(C)C1CCC2(C1)C(C)=CC(=O)C(OC1OC(CO)C(O)C(O)C1O)C2C,Sesquiterpenoids,20.0,8.0,4e-05,Leaves,Solanaceae,Nicotiana tabacum,J Asian Nat Prod Res 12(3): 252-256.(2010),10.1080/10286020903550947,SP01272
TPCN01954,"11R,12-dihydroxy-6(7)-spirovetiven-8-one-9-O-β-D-glucopyranoside",'1228542-10-6',CC1=CC(=O)C(OC2OC(CO)C(O)C(O)C2O)C(C)C12CCC(C(C)(O)CO)C2,Sesquiterpenoids,20.0,8.0,4e-05,Leaves,Solanaceae,Nicotiana tabacum,J Asian Nat Prod Res 11(7): 675-680.(2009),10.1080/10286020903002121,SP01273
TPCN01955,2-desoxy-4-epi-pulchellin,'122872-03-1',C=C1C(=O)OC2CC(C)C3CCC(O)C3(C)CC12,Sesquiterpenoids,7.5,3.0,4e-05,Whole plants,Solanaceae,Carpesium abrotanoides,Fitoterapia 127: 349-355.(2018),10.1016/j.fitote.2018.03.015,SP01274
TPCN01956,"2-keto-5-hydroxyguai-3,11-diene",'190451-21-9',C=C(C)C1CCC(C)C2=C(C1)C(C)(O)CC2=O,Sesquiterpenoids,5.0,2.0,4e-05,Roots,Euphorbiaceae,Jatropha integerrima,J Nat Prod 72(11): 2024-2027.(2009),10.1021/np900342b,SP01276
TPCN01957,Pumilasides C,'260405-86-5',CC1=CC2C(CC1)C(C)(O)CCC2C(C)(C)OC1OC(CO)C(O)C(O)C1O,Sesquiterpenoids,28.0,11.0,3.9e-05,Fruits,Euphorbiaceae,Ficus pumila,Chem Pharm Bull (Tokyo) 48(1): 77-80.(2000),10.1248/cpb.48.77,SP01277
TPCN01958,"1alpha-acetoxy-6beta,9beta-dibenzoyloxy-4beta-hydroxy-dihydroagarofuran",'1623150-68-4',CC(=O)OC1CCC(C)(O)C23OC(C)(C)C(CC(OC(=O)c4ccccc4)C12C)C3OC(=O)c1ccccc1,Sesquiterpenoids,15.3,6.0,3.9e-05,Roots,Celastraceae,Tripterygium hypoglaucum,J Asian Nat Prod Res 16(3): 327-331.(2014),10.1080/10286020.2013.873410,SP01278
TPCN01959,Diacethylpiptocarphol,'101628-29-9',CC(=O)OCC1=C2C(=CC3(C)CCC(O)(O3)C(C)(O)CC2OC(C)=O)OC1=O,Sesquiterpenoids,4.0,1.53,3.8e-05,Aerial parts,Asteraceae,Cyrtocymura scorpioides,"J Ethnopharmacol 198, 262-267.(2017)",10.1016/j.jep.2017.01.022,SP01279
TPCN01960,12-oxo-11-nordrim-8-en-14-oic acid,'301652-12-0',CC12C=C(C=O)CCC1C(C)(C(=O)O)CCC2,Sesquiterpenoids,5.3,2.0,3.8e-05,Barks,Cupressaceae,Thuja standishii,J Nat Prod 63(10): 1381-1383.(2000),10.1021/np000025b,SP01280
TPCN01961,Dicarabrones B,'1681083-50-0',C=C1C(=O)OC2CC3(C)C(CCC(C)=O)CC4(C(=O)OC5CC6(C)C(CCC(C)=O)C6CC54)C3CC12,Sesquiterpenoids,50.0,18.0,3.6e-05,Whole plants,Cupressaceae,Carpesium abrotanoides,Org Lett 17(7): 1656-1659.(2015),10.1021/acs.orglett.5b00371,SP01281
TPCN01962,"11,13alpha-dihydroixerin Z",'497080-22-5',CC1=C2C(=O)C(OC3OC(CO)C(O)C(O)C3O)=C(C)C2C2OC(=O)C(C)C2CC1,Sesquiterpenoids,7.0,2.5,3.6e-05,Whole plants,Cupressaceae,Achillea collina,Magn Reson Chem 45(3): 275-278.(2007),10.1002/mrc.1953,SP01282
TPCN01963,Cornucadinoside A,'2263977-24-6',Cc1cc2c(C(C)COC3OC(CO)C(O)C(O)C3O)ccc(C)c2cc1O,Sesquiterpenoids,63.0,22.4,3.6e-05,Fruits,Cornaceae,Cornus officinalis,Bioorg Chem 82: 1-5.(2019),10.1016/j.bioorg.2018.09.026,SP01283
TPCN01964,Tutin,'2571-22-4',C=C(C)C1C2OC(=O)C1C1(O)C3OC3C3(CO3)C1(C)C2O,Sesquiterpenoids,32.0,11.2,3.5e-05,Leaves,Loranthaceae,Scurrula parasitica,Chem Pharm Bull (Tokyo) 35(1): 182-187.(1987),10.1248/cpb.35.182,SP01284
TPCN01965,Phyllaemblicins B,'307504-07-0',CC1COC2(CC1OC(=O)c1ccccc1)OC1CC(C(=O)OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)CC(O)C1(O)C2=O,Sesquiterpenoids,109.0,38.0,3.5e-05,Roots,Loranthaceae,Phyllanthus emblica,Phytochemistry 117: 123-134.(2015),10.1016/j.phytochem.2015.06.001,SP01285
TPCN01966,"4α,6α-Dihydroxy-5α,11 αH-eudesma-12,8β-olide",'1417896-47-9',CC1C(=O)OC2CC3(C)CCCC(C)(O)C3C(O)C21,Sesquiterpenoids,25.0,8.5,3.4e-05,Aerial parts,Asteraceae,Inula hupehensis,Planta Med 78(10): 1002-1009.(2012),10.1055/s-0031-1298621,SP01286
TPCN01967,"11βH?11, 13-dihydrointegrifolin",'153753-47-0',C=C1CC(O)C2C(C)C(=O)OC2C2C(=C)C(O)CC12,Sesquiterpenoids,6.0,2.0,3.3e-05,Whole plants,Asteraceae,Ixeris dentata,Planta Med 77(4): 380-382.(2011),10.1055/s-0030-1250369,SP01287
TPCN01968,"(3R,4S,7R,10R)-2-Hydroxypancherione-11-O-β-D-glucopyranoside",'1932660-15-5',CC1CCC(C(C)(C)OC2OC(CO)C(O)C(O)C2O)CC2=C1C(=O)C(O)C2C,Sesquiterpenoids,100.0,33.0,3.3e-05,Subterraneous stems,Asteraceae,Atractylodes lancea,J Nat Prod 79(6): 1567-1575.(2016),10.1021/acs.jnatprod.6b00066,SP01288
TPCN01969,"11α,13-dihydrotomentosin",'1350570-29-4',CC(=O)CCC1=CCC2C(CC1C)OC(=O)C2C,Sesquiterpenoids,25.0,8.1,3.2e-05,Aerial parts,Asteraceae,Inula hupehensis,Planta Med 78(10): 1002-1009.(2012),10.1055/s-0031-1298621,SP01289
TPCN01971,Echingriol B,'2378394-42-2',C=C1CCCC2(C)CC3OC3(C(=C)CO)CC12,Sesquiterpenoids,10.0,3.2,3.2e-05,Roots,Bignoniaceae,Echinops grijsii,J Org Chem 84(17): 10757-10763.(2019),10.1021/acs.joc.9b01212,SP01290
TPCN01972,"11β,13-dihydroreynosin",'32223-12-4',C=C1CCC(O)C2(C)CCC3C(C)C(=O)OC3C12,Sesquiterpenoids,9.4,3.0,3.2e-05,Whole plants,Bignoniaceae,Sonchus arvensis,Fitoterapia 81(5): 424-428.(2010),10.1016/j.fitote.2009.12.001,SP01291
TPCN01973,"15-hydroxy-4β, 15, 11β, 13-tetrahydrorenosin",'92632-22-9',CC1C(=O)OC2C1CCC1(C)C(O)CCC(CO)C21,Sesquiterpenoids,9.4,3.0,3.2e-05,Whole plants,Bignoniaceae,Sonchus arvensis,Fitoterapia 81(5): 424-428.(2010),10.1016/j.fitote.2009.12.001,SP01292
TPCN01974,Kalinturoside A,'2144869-01-0',CC1=C2C=C3C(C)CC(OC4OC(CO)C(O)C(O)C4O)CC3(C)CC2OC1=O,Sesquiterpenoids,13.0,4.1,3.2e-05,Aerial parts,Asteraceae,Kalimeris integrifolia,Nat Prod Res 32(9): 1004-1009.(2018),10.1080/14786419.2017.1375917,SP01293
TPCN01975,Schinifolenol A,'2183542-77-8',COC(=O)C1=CC(=O)CC(C)(C)C1CCC(C)O,Sesquiterpenoids,30.0,9.2,3.1e-05,Leaves,Asteraceae,Zanthoxylum schinifolium,Molecules 21(3): 383.(2016),10.3390/molecules21030383,SP01294
TPCN01976,Nootkatol,'50763-67-2',C=C(C)C1CCC2=CC(O)CC(C)C2(C)C1,Sesquiterpenoids,10.0,3.0,3e-05,Fruits,Zingiberaceae,Alpinia oxyphylla,J Pharm Sci 73(6): 843-844.(1984),10.1002/jps.2600730639,SP01295
TPCN01977,Phyllaemblicins G2,'1632041-50-9',CC(CO)C(CC12OC3CC(C(=O)OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)CC(O1)C3(O)C2(O)CO)OC(=O)c1ccccc1,Sesquiterpenoids,109.0,32.0,2.9e-05,Roots,Zingiberaceae,Phyllanthus emblica,Org Biomol Chem 12(43): 8764-8774.(2014),10.1039/c4ob01196a,SP01296
TPCN01978,"7-drimen-3β,11-diol 3-O-β-Dglucopyranoside",'1357931-72-6',CC1=CCC2C(C)(C)C(OC3OC(CO)C(O)C(O)C3O)CCC2(C)C1CO,Sesquiterpenoids,25.9,7.6,2.9e-05,Seeds,Moraceae,Antiaris toxicaria,J Asian Nat Prod Res 13(6): 561-565.(2011),10.1080/10286020.2011.573479,SP01297
TPCN01979,"4β,7β,11-enantioeudesmantriol",'942615-27-2',CC1(O)CCCC2(C)CCC(O)(C(C)(C)O)CC12,Sesquiterpenoids,110.0,32.0,2.9e-05,Whole plants,Lamiaceae,Coleus forskohlii,Chem Pharm Bull (Tokyo) 55(3): 376-381.(2007),10.1248/cpb.55.376,SP01298
TPCN01980,Aggreganoids D,'2369635-54-9',C=C1C2CC2C2(C)Cc3oc(Cc4oc5c(c4C)C4OC(=O)C6(CCC=C(C)C5)OC46)c(C)c3C(O)C12,Sesquiterpenoids,7.0,2.0,2.9e-05,Roots,Lauraceae,Lindera aggregata,Org Lett 21(14): 5753-5756.(2019),10.1021/acs.orglett.9b02166,SP01300
TPCN01981,Triptersinines F,'1416246-30-4',CC(=O)OCC12C(OC(C)=O)CCC(C)(O)C13OC(C)(C)C(C(OC(C)=O)C2OC(=O)c1ccoc1)C3OC(=O)c1cccnc1,Sesquiterpenoids,50.0,14.0,2.8e-05,Leaves,Celastraceae,Tripterygium wilfordii,J Nat Prod 76(1): 85-90.(2013),10.1021/np300759u,SP01301
TPCN01982,Triptersinine z6,'2222108-47-4',CC(=O)OCC12C(OC(=O)c3ccoc3)CCC(C)C13OC(C)(C)C(C(OC(C)=O)C2OC(=O)c1cccnc1)C3OC(=O)c1ccco1,Sesquiterpenoids,50.0,13.9,2.8e-05,Leaves,Celastraceae,Tripterygium wilfordii,J Nat Prod 81(2): 270-278.（2018）,10.1021/acs.jnatprod.7b00615,SP01302
TPCN01983,Phyllaemblicins G7,'1632041-54-3',CC1COC2(CC1OC(=O)c1ccc(O)cc1)OC1CC(C(=O)OCC3OC(OC(=O)C4CC(O)C5(O)C(=O)C6(CC(OC(=O)c7ccccc7)C(C)CO6)OC5C4)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)CC(O)C1(O)C2=O,Sesquiterpenoids,109.0,30.0,2.8e-05,Roots,Celastraceae,Phyllanthus emblica,Org Biomol Chem 12(43): 8764-8774.(2014),10.1039/c4ob01196a,SP01303
TPCN01984,Triptregeline D,'2197992-87-1',CC(=O)OCC12C(OC(=O)c3ccoc3)CCC(C)(O)C13OC(C)(C)C(C(OC(=O)c1cccnc1)C2OC(=O)c1ccccc1)C3OC(C)=O,Sesquiterpenoids,8.0,2.1,2.6e-05,Stems,Celastraceae,Tripterygium regelii,Fitoterapia 112: 1-8.(2016),10.1016/j.fitote.2016.04.016,SP01304
TPCN01985,Vlasouliolides D,'2417097-48-2',C=C1CCC2C(CC3(CC(C)=O)C(=O)OC4C5C(=C)CCCC5(C)CCC43)C(=O)OC2C2C(=C)CCC12,Sesquiterpenoids,20.0,5.2,2.6e-05,Roots,Asteraceae,Vladimiria souliei,Sci Rep 7: 43837.(2017),10.1038/srep43837,SP01305
TPCN01986,Phyllaemblicins H7,'1799849-87-8',CC1COC2(CC1OC(=O)c1ccccc1)OC1CC(C(=O)OCC3OC(O)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)CC(O)C1(O)C2=O,Sesquiterpenoids,109.0,28.0,2.6e-05,Roots,Asteraceae,Phyllanthus emblica,Phytochemistry 117: 123-134.(2015),10.1016/j.phytochem.2015.06.001,SP01306
TPCN01987,Fukanefurochromones E,'872532-98-4',CC(C)=CC(=O)C=C(C)CCCC1(C)Oc2oc3cc(O)ccc3c(=O)c2C1C,Sesquiterpenoids,5.9,1.5,2.5e-05,Roots,Asteraceae,Ferula fukanensis,J Nat Prod 68(12): 1732-1735.(2005),10.1021/np058079e,SP01307
TPCN01988,Triptregeline B,'2197992-84-8',CC(=O)OCC12C(OC(=O)c3cccnc3)CCC(C)(O)C13OC(C)(C)C(C(OC(C)=O)C2OC(=O)c1ccccc1)C3OC(C)=O,Sesquiterpenoids,8.0,2.0,2.5e-05,Stems,Celastraceae,Tripterygium regelii,Fitoterapia 112: 1-8.(2016),10.1016/j.fitote.2016.04.016,SP01308
TPCN01989,Dicarabrones A,'1681083-49-7',C=C1C(=O)OC2CC3(C)C(CCC(C)=O)CC4(C(=O)OC5CC6(C)C(CCC(C)=O)C6CC54)C3CC12,Sesquiterpenoids,50.0,12.0,2.4e-05,Whole plants,Celastraceae,Carpesium abrotanoides,Org Lett 17(7): 1656-1659.(2015),10.1021/acs.orglett.5b00371,SP01309
TPCN01990,Curcumalonone A,'332082-81-2',Cc1ccc(C(C)CC(=O)CC(C)C)cc1O,Sesquiterpenoids,25.0,6.0,2.4e-05,Subterraneous stems,Celastraceae,Curcuma longa,Chem Biodivers.(2020),10.1002/cbdv.202000067,SP01310
TPCN01991,"(2Z,8E)-Deca-2,8-diene-4,6-diyne-1,10-diol-1-O-β-D-glucopyranoside",'1932660-16-6',OCC=CC#CC#CC=CCOC1OC(CO)C(O)C(O)C1O,Sesquiterpenoids,100.0,23.0,2.3e-05,Subterraneous stems,Celastraceae,Atractylodes lancea,J Nat Prod 79(6): 1567-1575.(2016),10.1021/acs.jnatprod.6b00066,SP01311
TPCN01992,Triptregeline E,'2197992-88-2',CC(=O)OCC12C(OC(=O)c3ccoc3)CCC(C)(O)C13OC(C)(C)C(C(OC(=O)c1cccnc1)C2OC(=O)c1ccccc1)C3O,Sesquiterpenoids,8.0,1.8,2.3e-05,Stems,Celastraceae,Tripterygium regelii,Fitoterapia 112: 1-8.(2016),10.1016/j.fitote.2016.04.016,SP01312
TPCN01993,Phyllaemblicins G8,'1632041-55-4',CC1COC2(CC1OC(=O)c1ccc(O)cc1)OC1CC(C(=O)OCC3OC(OC4C(OC(=O)C5CC(O)C6(O)C(=O)C7(CC(OC(=O)c8ccccc8)C(C)CO7)OC6C5)OC(CO)C(O)C4O)C(O)C(O)C3O)CC(O)C1(O)C2=O,Sesquiterpenoids,109.0,24.0,2.2e-05,Roots,Celastraceae,Phyllanthus emblica,Org Biomol Chem 12(43): 8764-8774.(2014),10.1039/c4ob01196a,SP01313
TPCN01994,Phyllaemblicins H8,'1799849-88-9',CC1COC2(CC1OC(=O)c1ccccc1)OC1CC(C(=O)OCC3OC(O)C(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)C(O)C3O)CC(O)C1(O)C2=O,Sesquiterpenoids,109.0,24.0,2.2e-05,Roots,Celastraceae,Phyllanthus emblica,Phytochemistry 117: 123-134.(2015),10.1016/j.phytochem.2015.06.001,SP01314
